,Year,Month,State,County,Rate
564628,1998,July,California,Alameda County,4.6
564629,1998,July,California,Colusa County,14.0
564630,1998,July,California,Sierra County,8.3
564631,1998,July,California,Tehama County,8.7
564632,1998,July,California,Modoc County,8.9
564633,1998,July,California,Amador County,5.1
564634,1998,July,California,San Joaquin County,10.8
564635,1998,July,California,Siskiyou County,10.9
564636,1998,July,California,Riverside County,7.7
564637,1998,July,California,San Francisco County,4.2
564638,1998,July,California,San Bernardino County,6.3
564639,1998,July,California,Santa Clara County,3.5
564640,1998,July,California,Tulare County,16.9
564641,1998,July,California,Shasta County,8.6
564642,1998,July,California,Santa Barbara County,3.8
564643,1998,July,California,Monterey County,7.0
564644,1998,July,California,Tuolumne County,7.1
564645,1998,July,California,Sutter County,13.3
564646,1998,July,California,Butte County,8.9
564647,1998,July,California,Kern County,12.5
564648,1998,July,California,Napa County,3.7
564649,1998,July,California,Mendocino County,7.0
564650,1998,July,California,Plumas County,6.6
553309,1998,June,California,Humboldt County,7.0
553310,1998,June,California,Sonoma County,3.4
553311,1998,June,California,San Luis Obispo County,4.2
553312,1998,June,California,Glenn County,14.3
553313,1998,June,California,Nevada County,5.8
553314,1998,June,California,Yolo County,4.7
553315,1998,June,California,Sacramento County,5.3
553316,1998,June,California,Fresno County,14.0
553317,1998,June,California,Calaveras County,8.8
553318,1998,June,California,Marin County,2.5
553319,1998,June,California,Lassen County,8.0
553320,1998,June,California,Contra Costa County,3.8
553321,1998,June,California,Yuba County,13.1
553322,1998,June,California,Del Norte County,10.0
553323,1998,June,California,San Mateo County,2.6
553324,1998,June,California,Mono County,13.2
553325,1998,June,California,Merced County,15.0
553326,1998,June,California,Santa Cruz County,5.6
553327,1998,June,California,Ventura County,5.1
553328,1998,June,California,Placer County,4.3
553329,1998,June,California,Inyo County,7.3
553330,1998,June,California,Stanislaus County,13.3
553331,1998,June,California,Orange County,3.0
553332,1998,June,California,Trinity County,11.2
553333,1998,June,California,Alpine County,19.1
553334,1998,June,California,Madera County,12.1
553335,1998,June,California,Imperial County,23.5
553336,1998,June,California,Kings County,14.1
553337,1998,June,California,Mariposa County,6.2
553338,1998,June,California,San Benito County,10.6
553339,1998,June,California,Lake County,10.0
553340,1998,June,California,El Dorado County,5.1
553341,1998,June,California,Solano County,5.8
553342,1998,June,California,Los Angeles County,6.6
553343,1998,June,California,San Diego County,3.6
553344,1998,June,California,Alameda County,4.3
553345,1998,June,California,Colusa County,14.6
553346,1998,June,California,Sierra County,9.5
553347,1998,June,California,Tehama County,9.1
553348,1998,June,California,Modoc County,9.6
553349,1998,June,California,Amador County,5.2
553350,1998,June,California,San Joaquin County,10.7
553351,1998,June,California,Siskiyou County,11.2
553352,1998,June,California,Riverside County,6.4
553353,1998,June,California,San Francisco County,4.0
553354,1998,June,California,San Bernardino County,6.3
553355,1998,June,California,Santa Clara County,3.2
553356,1998,June,California,Tulare County,13.7
553357,1998,June,California,Shasta County,9.1
553358,1998,June,California,Santa Barbara County,3.8
553359,1998,June,California,Monterey County,7.7
553360,1998,June,California,Tuolumne County,7.3
553361,1998,June,California,Sutter County,15.9
553362,1998,June,California,Butte County,9.1
553363,1998,June,California,Kern County,11.3
553364,1998,June,California,Napa County,3.8
553365,1998,June,California,Mendocino County,7.4
553366,1998,June,California,Plumas County,7.8
542025,1998,March,California,Humboldt County,8.9
542026,1998,March,California,Sonoma County,3.8
542027,1998,March,California,San Luis Obispo County,4.4
542028,1998,March,California,Glenn County,17.1
542029,1998,March,California,Nevada County,6.5
542030,1998,March,California,Yolo County,7.3
542031,1998,March,California,Sacramento County,5.5
542032,1998,March,California,Fresno County,18.0
542033,1998,March,California,Calaveras County,10.7
542034,1998,March,California,Marin County,2.6
542035,1998,March,California,Lassen County,13.3
542036,1998,March,California,Contra Costa County,4.0
542037,1998,March,California,Yuba County,17.2
542038,1998,March,California,Del Norte County,13.2
542039,1998,March,California,San Mateo County,2.5
542040,1998,March,California,Mono County,6.3
542041,1998,March,California,Merced County,19.9
542042,1998,March,California,Santa Cruz County,10.5
542043,1998,March,California,Ventura County,5.2
542044,1998,March,California,Placer County,4.7
542045,1998,March,California,Inyo County,7.7
542046,1998,March,California,Stanislaus County,14.9
542047,1998,March,California,Orange County,2.9
542048,1998,March,California,Trinity County,18.6
542049,1998,March,California,Alpine County,6.3
542050,1998,March,California,Madera County,17.1
542051,1998,March,California,Imperial County,21.6
542052,1998,March,California,Kings County,17.2
542053,1998,March,California,Mariposa County,10.4
542054,1998,March,California,San Benito County,14.1
542055,1998,March,California,Lake County,11.6
542056,1998,March,California,El Dorado County,5.8
542057,1998,March,California,Solano County,6.4
542058,1998,March,California,Los Angeles County,6.7
542059,1998,March,California,San Diego County,3.6
542060,1998,March,California,Alameda County,4.2
542061,1998,March,California,Colusa County,29.9
542062,1998,March,California,Sierra County,18.6
542063,1998,March,California,Tehama County,11.5
542064,1998,March,California,Modoc County,16.5
542065,1998,March,California,Amador County,6.9
542066,1998,March,California,San Joaquin County,12.5
542067,1998,March,California,Siskiyou County,16.2
542068,1998,March,California,Riverside County,6.4
542069,1998,March,California,San Francisco County,3.9
542070,1998,March,California,San Bernardino County,6.0
542071,1998,March,California,Santa Clara County,3.0
542072,1998,March,California,Tulare County,19.1
542073,1998,March,California,Shasta County,11.3
542074,1998,March,California,Santa Barbara County,5.6
542075,1998,March,California,Monterey County,16.0
542076,1998,March,California,Tuolumne County,10.0
542077,1998,March,California,Sutter County,21.3
542078,1998,March,California,Butte County,10.1
542079,1998,March,California,Kern County,15.4
542080,1998,March,California,Napa County,4.5
542081,1998,March,California,Mendocino County,10.1
542082,1998,March,California,Plumas County,16.1
547667,1998,May,California,Humboldt County,6.8
547668,1998,May,California,Sonoma County,3.1
547669,1998,May,California,San Luis Obispo County,3.9
547670,1998,May,California,Glenn County,11.8
547671,1998,May,California,Nevada County,5.8
547672,1998,May,California,Yolo County,4.6
547673,1998,May,California,Sacramento County,4.8
547674,1998,May,California,Fresno County,13.6
547675,1998,May,California,Calaveras County,9.0
547676,1998,May,California,Marin County,2.2
547677,1998,May,California,Lassen County,9.0
547678,1998,May,California,Contra Costa County,3.4
547679,1998,May,California,Yuba County,12.9
547680,1998,May,California,Del Norte County,9.4
547681,1998,May,California,San Mateo County,2.3
547682,1998,May,California,Mono County,12.7
547683,1998,May,California,Merced County,14.2
547684,1998,May,California,Santa Cruz County,5.9
547685,1998,May,California,Ventura County,4.4
547686,1998,May,California,Placer County,4.0
547687,1998,May,California,Inyo County,6.7
547688,1998,May,California,Stanislaus County,12.6
547689,1998,May,California,Orange County,2.6
547690,1998,May,California,Trinity County,12.4
547691,1998,May,California,Alpine County,16.0
547692,1998,May,California,Madera County,12.0
547693,1998,May,California,Imperial County,22.7
547694,1998,May,California,Kings County,12.7
547695,1998,May,California,Mariposa County,6.1
547696,1998,May,California,San Benito County,10.9
547697,1998,May,California,Lake County,9.5
547698,1998,May,California,El Dorado County,5.3
547699,1998,May,California,Solano County,5.4
547700,1998,May,California,Los Angeles County,6.2
547701,1998,May,California,San Diego County,3.2
547702,1998,May,California,Alameda County,3.9
547703,1998,May,California,Colusa County,13.6
547704,1998,May,California,Sierra County,10.9
547705,1998,May,California,Tehama County,8.3
547706,1998,May,California,Modoc County,10.7
547707,1998,May,California,Amador County,5.1
547708,1998,May,California,San Joaquin County,10.1
547709,1998,May,California,Siskiyou County,11.5
547710,1998,May,California,Riverside County,5.8
547711,1998,May,California,San Francisco County,3.4
547712,1998,May,California,San Bernardino County,5.4
547713,1998,May,California,Santa Clara County,2.8
547714,1998,May,California,Tulare County,12.7
547715,1998,May,California,Shasta County,8.7
547716,1998,May,California,Santa Barbara County,3.5
547717,1998,May,California,Monterey County,8.0
547718,1998,May,California,Tuolumne County,7.9
547719,1998,May,California,Sutter County,16.5
547720,1998,May,California,Butte County,8.0
547721,1998,May,California,Kern County,11.0
547722,1998,May,California,Napa County,3.4
547723,1998,May,California,Mendocino County,7.4
547724,1998,May,California,Plumas County,9.7
567414,1998,November,California,Humboldt County,6.7
567415,1998,November,California,Sonoma County,2.7
567416,1998,November,California,San Luis Obispo County,3.7
567417,1998,November,California,Glenn County,10.3
567418,1998,November,California,Nevada County,4.5
567419,1998,November,California,Yolo County,4.9
567420,1998,November,California,Sacramento County,4.3
567421,1998,November,California,Fresno County,14.3
567422,1998,November,California,Calaveras County,7.9
567423,1998,November,California,Marin County,2.1
567424,1998,November,California,Lassen County,7.6
567425,1998,November,California,Contra Costa County,3.1
567426,1998,November,California,Yuba County,11.5
567427,1998,November,California,Del Norte County,10.0
567428,1998,November,California,San Mateo County,2.2
567429,1998,November,California,Mono County,9.7
567430,1998,November,California,Merced County,14.1
567431,1998,November,California,Santa Cruz County,6.8
567432,1998,November,California,Ventura County,6.1
567433,1998,November,California,Placer County,3.4
567434,1998,November,California,Inyo County,7.8
567435,1998,November,California,Stanislaus County,11.5
567436,1998,November,California,Orange County,2.7
567437,1998,November,California,Trinity County,11.6
567438,1998,November,California,Alpine County,13.9
567439,1998,November,California,Madera County,13.1
